hero,weapon,field,before,after,originalValue,evidenceLevel,sourceField,reference
4,PistolGirl,speedMin,35,181.41232266921833,4.0376,source-explicit,MoveParam.SpawnSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,splatlingChargeJumpSpeed,0,0,,retained-project-value,,
4,PistolGirl,splatlingChargeMoveSpeed,0,0,,retained-project-value,,
4,PistolGirl,splatlingFirstChargeSeconds,0,0,,retained-project-value,,
4,PistolGirl,splatlingFirstShootSeconds,0,0,,retained-project-value,,
4,PistolGirl,splatlingFootEvery,0,0,,retained-project-value,,
4,PistolGirl,splatlingFootRadius,0,0,,retained-project-value,,
4,PistolGirl,splatlingFullShootSeconds,0,0,,retained-project-value,,
4,PistolGirl,splatlingMinChargeSeconds,0,0,,retained-project-value,,
4,PistolGirl,splatlingPitchSpread,0,0,,retained-project-value,,
4,PistolGirl,splatlingPlayerRadius,0,0,,retained-project-value,,
4,PistolGirl,splatlingPostSeconds,0,0,,retained-project-value,,
4,PistolGirl,splatlingSlowChargeMultiplier,0,0,,retained-project-value,,
4,PistolGirl,splatlingSpeedBias,0,0,,retained-project-value,,
4,PistolGirl,splatlingSpreadBias,0,0,,retained-project-value,,
4,PistolGirl,splatlingTrailCount,0,0,,retained-project-value,,
4,PistolGirl,spreadDegrees,0,0,,retained-project-value,,
4,PistolGirl,spreadExpandSeconds,1,1,,retained-project-value,,
4,PistolGirl,spreadRecoverSeconds,0.5,0.5,,retained-project-value,,
4,PistolGirl,startSeconds,0.03333333333333333,0.03333333333333333,,retained-project-value,,
4,PistolGirl,straightSeconds,0.075,0.03333333333333333,2,source-explicit,MoveParam.GoStraightToBrakeStateFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,swimAcceleration,50,50,,retained-project-value,,
4,PistolGirl,swimHealthRecoverRate,60,60,,retained-project-value,,
4,PistolGirl,swimRecoverInk,33.333332,33.333332,,retained-project-value,,
4,PistolGirl,swimSpeed,8,9.058036,0.2016,source-explicit,Common.1130,Tools/ValidationData/WeaponAudit/Common.1130.json
4,PistolGirl,trailDepthScale,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,trailMaxDrop,2.4,2.4,,retained-project-value,,
4,PistolGirl,trailRadiusMax,0.55,1.0693514165661273,1.428,source-explicit,SplashPaintParam.WidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,trailRadiusMin,0.35,1.0693514165661273,1.428,source-explicit,SplashPaintParam.WidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,trailSpacing,0.2,7.114032533178018,9.5,source-explicit,SplashSpawnParam.SpawnBetweenLength,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,wallDropGroundRadius,,0.44930731788492745,0.6,source-explicit,WallDropCollisionPaintParam.PaintRadiusGround,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,wallDropRadius,,0.48674959437533805,0.65,source-explicit,WallDropCollisionPaintParam.PaintRadiusFall,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,wallDropSeconds,,1.0833333333333333,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,wallDropSpeed,,2.6958439073095644,0.06,source-explicit,WallDropMoveParam.FallPeriodFirstTargetSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterPrecision.game__GameParameterTable.json
4,PistolGirl,wallGraceSeconds,0.1,0.1,,retained-project-value,,
4,PistolGirl,wallJumpSpeed,4,4,,retained-project-value,,
4,PistolGirl,wallProbeDistance,0.6,0.6,,retained-project-value,,
4,PistolGirl,wallSwimSpeed,4,4,,retained-project-value,,
4,PistolGirl,weaponConfigPath,Assets/GameResource/Weapons/PistolGirl/PistolGirlWeaponConfig.asset,Assets/GameResource/Weapons/PistolGirl/PistolGirlWeaponConfig.asset,,retained-project-value,,
4,PistolGirl,weaponPrefabAddress,Weapon/Pistol,Weapon/Pistol,,retained-project-value,,
4,PistolGirl,weaponTypeName,窄域标记枪,窄域标记枪,,retained-project-value,,
5,RocketLauncherGirl,airSwimBraking,30,30,,retained-project-value,,
5,RocketLauncherGirl,airSwimFallSpeed,1.5,1.5,,retained-project-value,,
5,RocketLauncherGirl,airSwimGravity,4,4,,retained-project-value,,
5,RocketLauncherGirl,airSwimSpeed,6,6,,retained-project-value,,
5,RocketLauncherGirl,baseJumpSpreadDegrees,0,0,,retained-project-value,,
5,RocketLauncherGirl,baseSpreadDegrees,0,0,,retained-project-value,,
5,RocketLauncherGirl,blasterBrakeDrag,0.36,0.36,,retained-project-value,,
5,RocketLauncherGirl,blasterBrakeEndSpeed,50.90876565295169,50.90876565295169,,retained-project-value,,
5,RocketLauncherGirl,blasterBrakeGravity,188.70907351166954,188.70907351166954,,retained-project-value,,
5,RocketLauncherGirl,blasterPlayerRadius,0.1759786995049299,0.1759786995049299,,retained-project-value,,
5,RocketLauncherGirl,blasterPostSeconds,0.3333333333333333,0.3333333333333333,,retained-project-value,,
5,RocketLauncherGirl,blasterRepeatSeconds,0.5833333333333334,0.5833333333333334,,retained-project-value,,
5,RocketLauncherGirl,blasterTrailCount,11,11,,retained-project-value,,
5,RocketLauncherGirl,brakeSeconds,0.06666666666666667,0.06666666666666667,4,reference-simulator-default,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,brakeSpeedMultiplier,0.64,0.64,,retained-project-value,,
5,RocketLauncherGirl,burstCount,1,1,,retained-project-value,,
5,RocketLauncherGirl,burstRecoverySeconds,0.0,0.0,,retained-project-value,,
5,RocketLauncherGirl,characterGravity,22,22,,retained-project-value,,
5,RocketLauncherGirl,characterPrefabAddress,Character/RocketLauncherGirl,Character/RocketLauncherGirl,,retained-project-value,,
5,RocketLauncherGirl,chargeMinDamage,0,0,,retained-project-value,,
5,RocketLauncherGirl,chargeMinInk,0,0,,retained-project-value,,
5,RocketLauncherGirl,chargeMinJumpSpread,0,0,,retained-project-value,,
5,RocketLauncherGirl,chargeMinRange,0,0,,retained-project-value,,
5,RocketLauncherGirl,chargeMinSpeed,0,0,,retained-project-value,,
5,RocketLauncherGirl,chargeMinSpread,0,0,,retained-project-value,,
5,RocketLauncherGirl,chargePartialMaxDamage,0,0,,retained-project-value,,
5,RocketLauncherGirl,chargeSeconds,0,0,,retained-project-value,,
5,RocketLauncherGirl,collisionExplosionPaintRadius,,1.7223447185588885,2.3,source-explicit,BlasterBurstParam.SplashDropPaintShotColHitRadius,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,collisionRadius,0.14976910596164247,0.14976910596164247,0.2,source-explicit,CollisionParam.EndRadiusForField,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,damage,85,85,,retained-project-value,,
5,RocketLauncherGirl,damageMin,85,85,,retained-project-value,,
5,RocketLauncherGirl,damageReduceEndSeconds,1.65,1.65,,retained-project-value,,
5,RocketLauncherGirl,damageReduceStartSeconds,0,0,,retained-project-value,,
5,RocketLauncherGirl,displayName,月兔,月兔,,retained-project-value,,
5,RocketLauncherGirl,effectiveRange,11.140100017955,11.140100017955,,retained-project-value,,
5,RocketLauncherGirl,emergeStartSeconds,0.2,0.2,,retained-project-value,,
5,RocketLauncherGirl,enemyInkDamageRate,20,20,,retained-project-value,,
5,RocketLauncherGirl,enemyInkHealthFloor,60,60,,retained-project-value,,
5,RocketLauncherGirl,enemyInkMultiplier,0.55,0.55,,retained-project-value,,
5,RocketLauncherGirl,fireMode,6,6,,retained-project-value,,
5,RocketLauncherGirl,fireRate,1.7142857142857142,1.7142857142857142,,retained-project-value,,
5,RocketLauncherGirl,healthRecoverDelay,1,1,,retained-project-value,,
5,RocketLauncherGirl,healthRecoverRate,30,30,,retained-project-value,,
5,RocketLauncherGirl,id,5,5,,retained-project-value,,
5,RocketLauncherGirl,inkRecoverLockSeconds,0.7833333333333333,0.7833333333333333,,retained-project-value,,
5,RocketLauncherGirl,jumpSpeed,7,7,,retained-project-value,,
5,RocketLauncherGirl,jumpSpreadDegrees,8,8.0,8.0,source-explicit,WeaponParam.Jump_DegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,landingSpreadRecoverSeconds,0.2,0.2,,retained-project-value,,
5,RocketLauncherGirl,lifetime,0.25,0.25,,retained-project-value,,
5,RocketLauncherGirl,mantleSeconds,0.25,0.25,,retained-project-value,,
5,RocketLauncherGirl,maxHealth,100,100,,retained-project-value,,
5,RocketLauncherGirl,maxInk,100,100,,retained-project-value,,
5,RocketLauncherGirl,motionMode,2,2,,retained-project-value,,
5,RocketLauncherGirl,moveAcceleration,40,40,,retained-project-value,,
5,RocketLauncherGirl,moveSpeed,5,4.31335,0.096,source-explicit,Common.1130,Tools/ValidationData/WeaponAudit/Common.1130.json
5,RocketLauncherGirl,muzzleMode,0,0,,retained-project-value,,
5,RocketLauncherGirl,name,RocketLauncherGirl,RocketLauncherGirl,,retained-project-value,,
5,RocketLauncherGirl,neutralSwimSpeed,3,3,,retained-project-value,,
5,RocketLauncherGirl,paintDistanceFar,,11.140100017955,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,paintDistanceMiddle,,0.0,0.0,source-explicit,PaintParam.DistanceMiddle,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,paintDropGravity,,43.13350251695304,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,paintDropLifetime,,5,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,paintHardness,0.55,0.55,,retained-project-value,,
5,RocketLauncherGirl,paintRadiusMax,1.4228065066356035,1.4228065066356035,,retained-project-value,,
5,RocketLauncherGirl,paintRadiusMin,1.4228065066356035,1.4228065066356035,,retained-project-value,,
5,RocketLauncherGirl,paintStrength,1,1,,retained-project-value,,
5,RocketLauncherGirl,pelletCount,1,1,,retained-project-value,,
5,RocketLauncherGirl,portraitAddress,Portrait/RocketLauncherGirl,Portrait/RocketLauncherGirl,,retained-project-value,,
5,RocketLauncherGirl,projectileGravity,43.13350251695304,43.13350251695304,0.016,source-explicit,MoveParam.FreeGravity,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,recoverInk,10,10,,retained-project-value,,
5,RocketLauncherGirl,referenceBiasMax,,1e-05,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceBiasMin,,1e-05,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceBiasPerShot,,1e-05,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceBiasRecovery,,0.0,0.0,source-explicit,WeaponParam.Stand_DegBiasDecrease,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceBrakeDrag,,0.36,0.36,reference-simulator-default,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceBrakeEndSpeed,,50.90876565295169,1.13305,source-explicit,MoveParam.GoStraightStateEndMaxSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceBrakeGravity,,188.70907351166954,0.07,reference-simulator-default,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceFootEvery,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceFootRadius,,0,1.848,source-explicit,SplashPaintParam.WidthHalfNearest,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceFreeDrag,,0,0,reference-simulator-default,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceJumpBias,,0.5,0.5,source-explicit,WeaponParam.Jump_DegBiasMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceJumpEnd,,1.1666666666666667,70,source-explicit,WeaponParam.Jump_DegBiasEndFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceJumpStart,,0.6666666666666666,40,source-explicit,WeaponParam.Jump_DegBiasDecreaseStartFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referencePlayerRadius,,0.1759786995049299,0.235,source-explicit,CollisionParam.EndRadiusForPlayer,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceRules,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceSpreadEnabled,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceTrailBudget,,11.0,11.0,source-explicit,SplashSpawnParam.SpawnNum,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceTrailRandomPhase,,0,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,referenceTrailStart,,0.6739609768273912,0.9,source-explicit,SplashSpawnParam.SpawnNearestLength,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,semiBufferSeconds,0.0,0.0,,retained-project-value,,
5,RocketLauncherGirl,shootMoveSpeed,2.8645833333333335,2.4711902483671007,0.055,source-explicit,WeaponParam.MoveSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,shotInk,7,7,,retained-project-value,,
5,RocketLauncherGirl,speedMax,53.916878146191294,53.916878146191294,,retained-project-value,,
5,RocketLauncherGirl,speedMin,53.916878146191294,53.916878146191294,,retained-project-value,,
5,RocketLauncherGirl,splatlingChargeJumpSpeed,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingChargeMoveSpeed,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingFirstChargeSeconds,0.0,0.0,,retained-project-value,,
5,RocketLauncherGirl,splatlingFirstShootSeconds,0.0,0.0,,retained-project-value,,
5,RocketLauncherGirl,splatlingFootEvery,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingFootRadius,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingFullShootSeconds,0.0,0.0,,retained-project-value,,
5,RocketLauncherGirl,splatlingMinChargeSeconds,0.0,0.0,,retained-project-value,,
5,RocketLauncherGirl,splatlingPitchSpread,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingPlayerRadius,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingPostSeconds,0.0,0.0,,retained-project-value,,
5,RocketLauncherGirl,splatlingSlowChargeMultiplier,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingSpeedBias,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingSpreadBias,0,0,,retained-project-value,,
5,RocketLauncherGirl,splatlingTrailCount,0,0,,retained-project-value,,
5,RocketLauncherGirl,spreadDegrees,0,0.0,0.0,source-explicit,WeaponParam.Stand_DegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,spreadExpandSeconds,0,0,,retained-project-value,,
5,RocketLauncherGirl,spreadRecoverSeconds,0,0,,retained-project-value,,
5,RocketLauncherGirl,startSeconds,0.13333333333333333,0.13333333333333333,,retained-project-value,,
5,RocketLauncherGirl,straightSeconds,0.18333333333333332,0.18333333333333332,11,source-explicit,MoveParam.GoStraightToBrakeStateFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,swimAcceleration,50,50,,retained-project-value,,
5,RocketLauncherGirl,swimHealthRecoverRate,60,60,,retained-project-value,,
5,RocketLauncherGirl,swimRecoverInk,33.333332,33.333332,,retained-project-value,,
5,RocketLauncherGirl,swimSpeed,8,8.6267,0.192,source-explicit,Common.1130,Tools/ValidationData/WeaponAudit/Common.1130.json
5,RocketLauncherGirl,trailDepthScale,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,trailMaxDrop,2.4,2.4,,retained-project-value,,
5,RocketLauncherGirl,trailRadiusMax,1.0873237092815244,1.0873237092815244,1.452,source-explicit,SplashPaintParam.WidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,trailRadiusMin,1.0873237092815244,1.0873237092815244,1.452,source-explicit,SplashPaintParam.WidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,trailSpacing,1.2131297582893041,1.2131297582893041,1.62,source-explicit,SplashSpawnParam.SpawnBetweenLength,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponBlasterLight.game__GameParameterTable.json
5,RocketLauncherGirl,wallGraceSeconds,0.1,0.1,,retained-project-value,,
5,RocketLauncherGirl,wallJumpSpeed,4,4,,retained-project-value,,
5,RocketLauncherGirl,wallProbeDistance,0.6,0.6,,retained-project-value,,
5,RocketLauncherGirl,wallSwimSpeed,4,4,,retained-project-value,,
5,RocketLauncherGirl,weaponConfigPath,Assets/GameResource/Weapons/RocketLauncherGirl/RocketLauncherGirlWeaponConfig.asset,Assets/GameResource/Weapons/RocketLauncherGirl/RocketLauncherGirlWeaponConfig.asset,,retained-project-value,,
5,RocketLauncherGirl,weaponPrefabAddress,Weapon/RocketLauncher,Weapon/RocketLauncher,,retained-project-value,,
5,RocketLauncherGirl,weaponTypeName,快速爆破枪,快速爆破枪,,retained-project-value,,
6,MachineGunGirl,airSwimBraking,30,30,,retained-project-value,,
6,MachineGunGirl,airSwimFallSpeed,1.5,1.5,,retained-project-value,,
6,MachineGunGirl,airSwimGravity,4,4,,retained-project-value,,
6,MachineGunGirl,airSwimSpeed,6,6,,retained-project-value,,
6,MachineGunGirl,baseJumpSpreadDegrees,0,0,,retained-project-value,,
6,MachineGunGirl,baseSpreadDegrees,0,0,,retained-project-value,,
6,MachineGunGirl,brakeSeconds,0.13333333333333333,0.06666666666666667,4,reference-simulator-default,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,brakeSpeedMultiplier,0.1,0.1,,retained-project-value,,
6,MachineGunGirl,burstCount,1,1,,retained-project-value,,
6,MachineGunGirl,burstRecoverySeconds,0,0,,retained-project-value,,
6,MachineGunGirl,characterGravity,22,22,,retained-project-value,,
6,MachineGunGirl,characterPrefabAddress,Character/MachineGunGirl,Character/MachineGunGirl,,retained-project-value,,
6,MachineGunGirl,chargeMinDamage,32,32,,retained-project-value,,
6,MachineGunGirl,chargeMinInk,0.530303,0.530303,,retained-project-value,,
6,MachineGunGirl,chargeMinJumpSpread,6,6,,retained-project-value,,
6,MachineGunGirl,chargeMinRange,8.237301,8.237301,,retained-project-value,,
6,MachineGunGirl,chargeMinSpeed,47.17727,47.17727,,retained-project-value,,
6,MachineGunGirl,chargeMinSpread,3,3,,retained-project-value,,
6,MachineGunGirl,chargePartialMaxDamage,32,32,,retained-project-value,,
6,MachineGunGirl,chargeSeconds,2.5,2.5,,retained-project-value,,
6,MachineGunGirl,collisionRadius,0.14976911,0.14976910596164247,0.2,source-explicit,CollisionParam.EndRadiusForField,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,damage,40,40,,retained-project-value,,
6,MachineGunGirl,damageMin,16,16,,retained-project-value,,
6,MachineGunGirl,damageReduceEndSeconds,0.31666666666666665,0.31666666666666665,,retained-project-value,,
6,MachineGunGirl,damageReduceStartSeconds,0.18333333333333332,0.18333333333333332,,retained-project-value,,
6,MachineGunGirl,displayName,焰橙,焰橙,,retained-project-value,,
6,MachineGunGirl,effectiveRange,20.21883,20.21883,,retained-project-value,,
6,MachineGunGirl,emergeStartSeconds,0.06666666666666667,0.06666666666666667,,retained-project-value,,
6,MachineGunGirl,enemyInkDamageRate,20,20,,retained-project-value,,
6,MachineGunGirl,enemyInkHealthFloor,60,60,,retained-project-value,,
6,MachineGunGirl,enemyInkMultiplier,0.55,0.55,,retained-project-value,,
6,MachineGunGirl,fireMode,4,4,,retained-project-value,,
6,MachineGunGirl,fireRate,15,15,,retained-project-value,,
6,MachineGunGirl,healthRecoverDelay,1,1,,retained-project-value,,
6,MachineGunGirl,healthRecoverRate,30,30,,retained-project-value,,
6,MachineGunGirl,id,6,6,,retained-project-value,,
6,MachineGunGirl,inkRecoverLockSeconds,0.6666666666666666,0.6666666666666666,,retained-project-value,,
6,MachineGunGirl,jumpSpeed,7,7,,retained-project-value,,
6,MachineGunGirl,jumpSpreadDegrees,3,6.0,6.0,source-explicit,WeaponParam.Jump_DegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,landingSpreadRecoverSeconds,0.75,0.75,,retained-project-value,,
6,MachineGunGirl,lifetime,3,3,,retained-project-value,,
6,MachineGunGirl,mantleSeconds,0.25,0.25,,retained-project-value,,
6,MachineGunGirl,maxHealth,100,100,,retained-project-value,,
6,MachineGunGirl,maxInk,100,100,,retained-project-value,,
6,MachineGunGirl,motionMode,,4,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,moveAcceleration,40,40,,retained-project-value,,
6,MachineGunGirl,moveSpeed,4.5833335,3.9539044,0.088,source-explicit,Common.1130,Tools/ValidationData/WeaponAudit/Common.1130.json
6,MachineGunGirl,muzzleMode,0,0,,retained-project-value,,
6,MachineGunGirl,name,MachineGunGirl,MachineGunGirl,,retained-project-value,,
6,MachineGunGirl,neutralSwimSpeed,3,3,,retained-project-value,,
6,MachineGunGirl,paintDepthBreakMax,,1.67,1.67,source-explicit,PaintParam.DepthScaleMaxBreakFree,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
