hero,weapon,field,before,after,evidence,reference,originalValue,sourceField,evidenceLevel,conversionFactor
6,MachineGunGirl,paintRadiusMax,1.5725756,1.572575612597246,PaintParam.WidthHalfNear * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,2.1,PaintParam.WidthHalfNear,source-explicit,0.7488455298082124
6,MachineGunGirl,paintDepthMin,<new field>,1.17,PaintParam.DepthScaleMin,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.17,PaintParam.DepthScaleMin,source-explicit,1.0
6,MachineGunGirl,paintDepthMax,<new field>,1.83,PaintParam.DepthScaleMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.83,PaintParam.DepthScaleMax,source-explicit,1.0
6,MachineGunGirl,paintDepthBreakMin,<new field>,1.17,PaintParam.DepthScaleMinBreakFree,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.17,PaintParam.DepthScaleMinBreakFree,source-explicit,1.0
6,MachineGunGirl,paintDepthBreakMax,<new field>,1.67,PaintParam.DepthScaleMaxBreakFree,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.67,PaintParam.DepthScaleMaxBreakFree,source-explicit,1.0
6,MachineGunGirl,paintDistanceMiddle,<new field>,0.8237300827890337,PaintParam.DistanceMiddle * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.1,PaintParam.DistanceMiddle,source-explicit,0.7488455298082124
6,MachineGunGirl,paintDistanceFar,<new field>,18.72113824520531,PaintParam.DistanceFar * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,25.0,PaintParam.DistanceFar,source-explicit,0.7488455298082124
6,MachineGunGirl,trailRadiusMin,0.96451306,0.9645130423929776,SplashPaintParam.WidthHalf * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.288,SplashPaintParam.WidthHalf,source-explicit,0.7488455298082124
6,MachineGunGirl,trailRadiusMax,0.96451306,0.9645130423929776,SplashPaintParam.WidthHalf * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.288,SplashPaintParam.WidthHalf,source-explicit,0.7488455298082124
6,MachineGunGirl,referenceTrailBudget,<new field>,1.0,SplashSpawnParam.SpawnNum; fractional count is project Bernoulli approximation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.0,SplashSpawnParam.SpawnNum,source-explicit,1.0
6,MachineGunGirl,trailSpacing,0.35,17.597869950492992,SplashSpawnParam.SpawnBetweenLength * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,23.5,SplashSpawnParam.SpawnBetweenLength,source-explicit,0.7488455298082124
6,MachineGunGirl,referenceTrailStart,<new field>,0.0,SplashSpawnParam.SpawnNearestLength * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.0,SplashSpawnParam.SpawnNearestLength,source-explicit,
6,MachineGunGirl,referenceTrailRandomPhase,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,referenceFootRadius,<new field>,1.1574156508715732,SplashPaintParam.WidthHalfNearest * S; schedule is adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.5456,SplashPaintParam.WidthHalfNearest,source-explicit,0.7488455298082124
6,MachineGunGirl,trailDepthScale,<new field>,1.5,SplashPaintParam.DepthScaleMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,1.5,SplashPaintParam.DepthScaleMax,source-explicit,1.0
6,MachineGunGirl,wallDropRadius,<new field>,0.48674959437533805,WallDropCollisionPaintParam.PaintRadiusFall * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.65,WallDropCollisionPaintParam.PaintRadiusFall,source-explicit,0.7488455298082124
6,MachineGunGirl,wallDropGroundRadius,<new field>,0.44930731788492745,WallDropCollisionPaintParam.PaintRadiusGround * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.6,WallDropCollisionPaintParam.PaintRadiusGround,source-explicit,0.7488455298082124
6,MachineGunGirl,wallDropSpeed,<new field>,2.6958439073095644,WallDropMoveParam.FallPeriodFirstTargetSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.06,WallDropMoveParam.FallPeriodFirstTargetSpeed,source-explicit,44.93073178849274
6,MachineGunGirl,wallDropSeconds,<new field>,1.0,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,motionMode,<new field>,4,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,splatlingFirstChargeSeconds,1.5,2,WeaponParam.ChargeFrame_First / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,120,WeaponParam.ChargeFrame_First,source-explicit,0.016666666666666666
6,MachineGunGirl,splatlingChargeMoveSpeed,2.2916667,1.9769521986936804,WeaponParam.MoveSpeed_Charge * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.044,WeaponParam.MoveSpeed_Charge,source-explicit,44.93073178849274
6,MachineGunGirl,splatlingPitchSpread,3,2.0,WeaponParam.PitchDegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,2.0,WeaponParam.PitchDegSwerve,source-explicit,1.0
6,MachineGunGirl,referencePitchBias,<new field>,0.4,WeaponParam.PitchDegBias,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.4,WeaponParam.PitchDegBias,source-explicit,1.0
6,MachineGunGirl,referenceSpreadEnabled,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,referenceBiasMin,<new field>,0.1,WeaponParam.Stand_DegBiasMin,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.1,WeaponParam.Stand_DegBiasMin,source-explicit,1.0
6,MachineGunGirl,referenceBiasMax,<new field>,0.3,WeaponParam.Stand_DegBiasMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.3,WeaponParam.Stand_DegBiasMax,source-explicit,1.0
6,MachineGunGirl,referenceBiasPerShot,<new field>,0.02,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,referenceJumpBias,<new field>,0.3,WeaponParam.Jump_DegBiasMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,0.3,WeaponParam.Jump_DegBiasMax,source-explicit,1.0
6,MachineGunGirl,referenceBiasRecovery,<new field>,0.3,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,,,project-adaptation,
6,MachineGunGirl,spreadDegrees,3,3.0,WeaponParam.Stand_DegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,3.0,WeaponParam.Stand_DegSwerve,source-explicit,1.0
6,MachineGunGirl,jumpSpreadDegrees,3,6.0,WeaponParam.Jump_DegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,6.0,WeaponParam.Jump_DegSwerve,source-explicit,1.0
6,MachineGunGirl,referenceJumpStart,<new field>,0.4166666666666667,WeaponParam.Jump_DegBiasDecreaseStartFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,25,WeaponParam.Jump_DegBiasDecreaseStartFrame,source-explicit,0.016666666666666666
6,MachineGunGirl,referenceJumpEnd,<new field>,1.1666666666666667,WeaponParam.Jump_DegBiasEndFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json,70,WeaponParam.Jump_DegBiasEndFrame,source-explicit,0.016666666666666666
7,BubbleGirl,referenceRules,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,,project-adaptation,
7,BubbleGirl,shootMoveSpeed,2.8,2.246536589424637,WeaponParam.MoveSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.05,WeaponParam.MoveSpeed,source-explicit,44.930731788492736
7,BubbleGirl,referenceBrakeDrag,<new field>,0.01,Unit.MoveParam.BrakeAirResist,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.01,Unit.MoveParam.BrakeAirResist,source-explicit,1.0
7,BubbleGirl,referenceBrakeGravity,<new field>,26.958439073095647,Unit.MoveParam.BrakeGravity,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.01,Unit.MoveParam.BrakeGravity,source-explicit,2695.8439073095647
7,BubbleGirl,referenceFreeDrag,<new field>,0.01,Unit.MoveParam.FreeAirResist,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.01,Unit.MoveParam.FreeAirResist,source-explicit,1.0
7,BubbleGirl,projectileGravity,18,40.43765860964347,Unit.MoveParam.FreeGravity,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.015,Unit.MoveParam.FreeGravity,source-explicit,2695.8439073095647
7,BubbleGirl,brakeSeconds,0.13333333333333333,0.016666666666666666,Unit.MoveParam.BrakeToFreeStateFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1,Unit.MoveParam.BrakeToFreeStateFrame,source-explicit,0.016666666666666666
7,BubbleGirl,paintDropGravity,<new field>,43.13350251695304,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,,project-adaptation,
7,BubbleGirl,paintDropLifetime,<new field>,5,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,,project-adaptation,
7,BubbleGirl,referenceFootEvery,<new field>,1,project-adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,,project-adaptation,
7,BubbleGirl,bubbleUpwardRate,<new field>,0.2,Unit.AddSpawnSpeedYRateByXZ,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.2,Unit.AddSpawnSpeedYRateByXZ,source-explicit,1.0
7,BubbleGirl,bubbleInitialRadiusRate,<new field>,0.09999999999999999,Unit.CollisionParam.InitRadiusForField / EndRadiusForField,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.075,Unit.CollisionParam.InitRadiusForField,source-explicit,1.3333333333333333
7,BubbleGirl,bubbleFieldGrowSeconds,<new field>,0.06666666666666667,Unit.CollisionParam.ChangeFrameForField / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,4,Unit.CollisionParam.ChangeFrameForField,source-explicit,0.016666666666666666
7,BubbleGirl,bubblePlayerGrowSeconds,<new field>,0.08333333333333333,Unit.CollisionParam.ChangeFrameForPlayer / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,5,Unit.CollisionParam.ChangeFrameForPlayer,source-explicit,0.016666666666666666
7,BubbleGirl,damage,30,32,DamageParam.ValueMax / 10,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,320,Unit.DamageParam.ValueMax,source-explicit,0.1
7,BubbleGirl,damageMin,30,32,DamageParam.ValueMin / 10,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,320,Unit.DamageParam.ValueMin,source-explicit,0.1
7,BubbleGirl,bubbleVolleySeconds,0.55,0.5333333333333333,WeaponParam.RepeatFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,32,WeaponParam.RepeatFrame,source-explicit,0.016666666666666666
7,BubbleGirl,bubbleIntervalSeconds,0.05,0.08333333333333333,UnitDelayFrame / 60,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,,project-adaptation,
7,BubbleGirl,inkRecoverLockSeconds,0.65,0.6666666666666666,WeaponParam.InkRecoverStop / 60; origin last bubble is adaptation,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,40,WeaponParam.InkRecoverStop,source-explicit,0.016666666666666666
7,BubbleGirl,fireRate,1.8181818,1.875,reciprocal group period,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,,project-adaptation,
7,BubbleGirl,speedMin,14,24.25450763406415,Unit.SpawnSpeedGround * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.53982,Unit.SpawnSpeedGround,source-explicit,44.93073178849274
7,BubbleGirl,speedMax,14,24.25450763406415,Unit.SpawnSpeedGround * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.53982,Unit.SpawnSpeedGround,source-explicit,44.93073178849274
7,BubbleGirl,bubbleAirSpeed,<new field>,22.9146732121313,Unit.SpawnSpeedAir * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.51,Unit.SpawnSpeedAir,source-explicit,44.93073178849275
7,BubbleGirl,bubbleLaterSpeed,<new field>,23.813287847901154,Unit.SpawnSpeedGround * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.53,Unit.SpawnSpeedGround,source-explicit,44.93073178849274
7,BubbleGirl,bubbleLaterAirSpeed,<new field>,22.46536589424637,Unit.SpawnSpeedAir * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.5,Unit.SpawnSpeedAir,source-explicit,44.93073178849274
7,BubbleGirl,bubbleSpeedDecrement,<new field>,0.44930731788492745,-Unit.AfterOffsetSpawnSpeed * 60S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.0,Unit.AfterOffsetSpawnSpeed,source-explicit,
7,BubbleGirl,referenceBrakeEndSpeed,<new field>,449.30731788492744,Unit.MoveParam.GoStraightStateEndMaxSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,10.0,Unit.MoveParam.GoStraightStateEndMaxSpeed,source-explicit,44.93073178849274
7,BubbleGirl,straightSeconds,0,0.05,Unit.MoveParam.GoStraightToBrakeStateFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,3,Unit.MoveParam.GoStraightToBrakeStateFrame,source-explicit,0.016666666666666666
7,BubbleGirl,collisionRadius,0.18,0.5616341473561592,Unit.CollisionParam.EndRadiusForField * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.75,Unit.CollisionParam.EndRadiusForField,source-explicit,0.7488455298082123
7,BubbleGirl,referencePlayerRadius,<new field>,0.6365187003369805,Unit.CollisionParam.EndRadiusForPlayer * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.85,Unit.CollisionParam.EndRadiusForPlayer,source-explicit,0.7488455298082124
7,BubbleGirl,bubbleLaterFieldRadius,<new field>,0.3744227649041062,Unit.CollisionParam.EndRadiusForField * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.5,Unit.CollisionParam.EndRadiusForField,source-explicit,0.7488455298082124
7,BubbleGirl,bubbleLaterPlayerRadius,<new field>,0.42684195199068103,Unit.CollisionParam.EndRadiusForPlayer * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,0.57,Unit.CollisionParam.EndRadiusForPlayer,source-explicit,0.7488455298082124
7,BubbleGirl,bubbleRadiusDecrement,<new field>,0.022465365894246372,-Unit.CollisionParam.AfterOffsetEndRadius * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,-0.03,Unit.CollisionParam.AfterOffsetEndRadiusForField,source-explicit,-0.7488455298082124
7,BubbleGirl,paintRadiusMin,0.65,1.2355951241835503,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.65,Unit.PaintParam.WidthHalfFar,source-explicit,0.7488455298082124
7,BubbleGirl,paintRadiusMax,0.85,1.2355951241835503,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.65,Unit.PaintParam.WidthHalfNear,source-explicit,0.7488455298082124
7,BubbleGirl,bubbleFirstBouncePaintRadius,<new field>,1.2355951241835503,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.65,BounceGroupParam.BounceParam.0.PaintRadiusFirstBounce,source-explicit,0.7488455298082124
7,BubbleGirl,bubbleLaterBouncePaintRadius,<new field>,0.9884760993468404,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.32,BounceGroupParam.BounceParam.1.PaintRadiusFirstBounce,source-explicit,0.7488455298082124
7,BubbleGirl,bubbleBouncePaintDecrement,<new field>,0.03744227649041062,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,-0.05,BounceGroupParam.BounceParam.1.AfterOffsetPaintRadiusFirstBnce,source-explicit,-0.7488455298082123
7,BubbleGirl,bubbleLaterImpactRadius,<new field>,0.8911261804717727,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.19,Unit.PaintParam.WidthHalfNear,source-explicit,0.7488455298082124
7,BubbleGirl,trailRadiusMin,0.2,1.2318508965345094,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,Unit.SplashParam.0.DrawSizeCollisionPaintParam.PaintWidthHalf,project-adaptation,
7,BubbleGirl,trailRadiusMax,0.3,1.2318508965345094,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,Unit.SplashParam.0.DrawSizeCollisionPaintParam.PaintWidthHalf,project-adaptation,
7,BubbleGirl,trailSpacing,0.6,2.246536589424637,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,Unit.SplashParam.0.SpawnParam.SpawnBetweenLength,project-adaptation,
7,BubbleGirl,referenceTrailStart,<new field>,2.246536589424637,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,Unit.SplashParam.0.SpawnParam.SpawnBetweenLength,project-adaptation,
7,BubbleGirl,referenceFootRadius,<new field>,1.6474601655780674,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,2.2,NearestParam.DrawSizeCollisionPaintParam.PaintWidthHalf,source-explicit,0.7488455298082124
7,BubbleGirl,paintDistanceMiddle,<new field>,3.744227649041062,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,5.0,Unit.PaintParam.DistanceXZNear,source-explicit,0.7488455298082124
7,BubbleGirl,paintDistanceFar,<new field>,14.976910596164249,Unit/Nearest/BounceGroup paint parameter * S,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,20.0,Unit.PaintParam.DistanceXZFar,source-explicit,0.7488455298082124
